ID,vote,location_type,cellphone_access,household_size,age_of_respondent,gender_of_respondent,relationship_with_head,marital_status,education_level,job_type
16929,No,Rural,Yes,3,27,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing
16930,No,Rural,Yes,5,29,Male,Head of Household,Married/Living together,Primary education,Informally employed
16931,No,Urban,No,2,54,Male,Head of Household,Single/Never Married,No formal education,Self employed
16932,No,Rural,No,3,65,Male,Head of Household,Married/Living together,No formal education,Other Income
16933,No,Rural,Yes,4,38,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing
16934,No,Urban,Yes,3,47,Male,Head of Household,Single/Never Married,Primary education,Informally employed
16935,No,Rural,Yes,7,19,Male,Parent,Single/Never Married,Secondary education,Self employed
16936,No,Urban,Yes,6,41,Male,Head of Household,Married/Living together,Primary education,Self employed
16937,No,Urban,No,3,24,Female,Spouse,Single/Never Married,Primary education,Self employed
16938,No,Urban,Yes,2,35,Female,Spouse,Single/Never Married,Tertiary education,Remittance Dependent
16939,No,Urban,Yes,4,58,Female,Spouse,Single/Never Married,No formal education,Self employed
16940,No,Rural,Yes,6,29,Male,Head of Household,Married/Living together,Primary education,Informally employed
16941,No,Rural,Yes,2,24,Female,Head of Household,Divorced/Seperated,Primary education,Farming and Fishing
16942,No,Rural,No,4,49,Female,Head of Household,Married/Living together,No formal education,Informally employed
16943,No,Rural,Yes,3,56,Female,Spouse,Married/Living together,Primary education,Farming and Fishing
16944,No,Rural,Yes,4,30,Female,Spouse,Married/Living together,Primary education,Self employed
16945,No,Rural,Yes,3,45,Male,Head of Household,Widowed,Secondary education,Self employed
16946,Yes,Urban,Yes,1,20,Female,Head of Household,Single/Never Married,Vocational/Specialised training,Other Income
16947,No,Urban,Yes,2,76,Female,Spouse,Single/Never Married,Primary education,No Income
16948,No,Urban,Yes,5,26,Male,Child,Single/Never Married,Primary education,Self employed
16949,No,Urban,No,4,51,Female,Head of Household,Single/Never Married,No formal education,Self employed
16950,No,Urban,Yes,2,29,Female,Spouse,Single/Never Married,Secondary education,Self employed
16951,No,Urban,Yes,4,22,Male,Parent,Divorced/Seperated,Primary education,Informally employed
16952,No,Urban,Yes,1,29,Male,Head of Household,Divorced/Seperated,Tertiary education,Self employed
16953,No,Urban,Yes,1,20,Female,Head of Household,Single/Never Married,Secondary education,Other Income
16954,No,Rural,Yes,3,30,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing
16955,No,Urban,Yes,3,34,Male,Child,Single/Never Married,Primary education,Informally employed
16956,No,Urban,No,3,21,Male,Parent,Divorced/Seperated,Primary education,Self employed
16957,No,Urban,Yes,1,27,Male,Head of Household,Single/Never Married,Tertiary education,Formally employed Private
16958,No,Urban,Yes,4,40,Female,Spouse,Single/Never Married,Primary education,Remittance Dependent
16959,Yes,Urban,Yes,6,48,Male,Head of Household,Married/Living together,Secondary education,Self employed
16960,No,Rural,Yes,3,28,Female,Spouse,Married/Living together,Primary education,No Income
16961,No,Urban,Yes,2,42,Male,Head of Household,Married/Living together,Vocational/Specialised training,Self employed
16962,No,Rural,Yes,13,67,Male,Head of Household,Married/Living together,Secondary education,Self employed
16963,No,Rural,Yes,5,30,Male,Head of Household,Married/Living together,Primary education,Informally employed
16964,No,Urban,Yes,1,35,Female,Head of Household,Single/Never Married,Primary education,Informally employed
16965,No,Rural,Yes,3,49,Female,Head of Household,Widowed,Primary education,Informally employed
16966,Yes,Rural,Yes,5,35,Male,Head of Household,Married/Living together,Secondary education,Self employed
16967,Yes,Urban,Yes,3,76,Female,Head of Household,Widowed,Primary education,Remittance Dependent
16968,No,Rural,Yes,6,33,Female,Other relative,Divorced/Seperated,Primary education,Self employed
16969,No,Rural,Yes,7,21,Male,Child,Single/Never Married,Primary education,Informally employed
16970,No,Rural,No,8,51,Female,Head of Household,Divorced/Seperated,No formal education,Informally employed
16971,Yes,Urban,Yes,5,45,Male,Head of Household,Married/Living together,Secondary education,Self employed
16972,No,Rural,No,12,24,Female,Spouse,Married/Living together,No formal education,Self employed
16973,Yes,Rural,Yes,2,25,Male,Head of Household,Divorced/Seperated,Tertiary education,Informally employed
16974,No,Rural,Yes,6,43,Female,Spouse,Married/Living together,Primary education,Farming and Fishing
16975,No,Rural,Yes,2,36,Female,Head of Household,Divorced/Seperated,Primary education,Informally employed
16976,No,Rural,Yes,5,29,Female,Child,Divorced/Seperated,Primary education,Informally employed
16977,No,Rural,Yes,3,35,Female,Spouse,Married/Living together,Primary education,Other Income
16978,No,Urban,No,2,50,Male,Other relative,Married/Living together,Primary education,Self employed
16979,No,Rural,No,6,88,Male,Head of Household,Married/Living together,Other/Dont know/RTA,Other Income
16980,No,Rural,No,2,60,Female,Head of Household,Widowed,No formal education,Farming and Fishing
16981,No,Rural,No,7,30,Female,Spouse,Married/Living together,No formal education,Farming and Fishing
16982,Yes,Rural,Yes,3,31,Male,Head of Household,Married/Living together,Secondary education,Formally employed Government
16983,No,Urban,Yes,3,19,Male,Child,Single/Never Married,Secondary education,Remittance Dependent
16984,No,Rural,Yes,5,25,Female,Spouse,Married/Living together,No formal education,Informally employed
16985,No,Rural,Yes,6,33,Female,Spouse,Married/Living together,No formal education,Informally employed
16986,No,Rural,Yes,3,19,Female,Parent,Single/Never Married,Secondary education,No Income
16987,No,Rural,Yes,9,43,Female,Spouse,Married/Living together,No formal education,Farming and Fishing
16988,No,Rural,Yes,1,28,Male,Head of Household,Single/Never Married,Primary education,Informally employed
16989,No,Urban,Yes,7,16,Male,Parent,Single/Never Married,Secondary education,Remittance Dependent
16990,No,Rural,Yes,5,30,Female,Spouse,Married/Living together,Primary education,Self employed
16991,Yes,Rural,Yes,3,47,Female,Spouse,Married/Living together,Secondary education,Farming and Fishing
16992,No,Urban,Yes,4,20,Female,Spouse,Married/Living together,Primary education,Remittance Dependent
16993,No,Rural,Yes,7,38,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing
16994,No,Rural,No,2,32,Female,Spouse,Single/Never Married,No formal education,Self employed
16995,No,Urban,No,4,48,Female,Head of Household,Widowed,No formal education,Self employed
16996,No,Rural,Yes,4,39,Female,Head of Household,Divorced/Seperated,Primary education,Informally employed
16997,Yes,Urban,Yes,3,20,Male,Other non-relatives,Single/Never Married,Tertiary education,Remittance Dependent
16998,No,Rural,No,9,16,Male,Child,Single/Never Married,Secondary education,Informally employed
16999,No,Rural,Yes,5,22,Male,Child,Divorced/Seperated,Tertiary education,No Income
17000,No,Rural,No,5,26,Female,Spouse,Married/Living together,No formal education,Remittance Dependent
17001,No,Urban,No,7,35,Male,Head of Household,Married/Living together,Primary education,Formally employed Private
17002,No,Rural,Yes,3,40,Female,Head of Household,Married/Living together,Secondary education,Other Income
17003,No,Rural,Yes,3,52,Female,Head of Household,Widowed,Primary education,Farming and Fishing
17004,Yes,Urban,Yes,4,52,Male,Head of Household,Married/Living together,Secondary education,Formally employed Private
17005,No,Urban,Yes,1,53,Female,Head of Household,Single/Never Married,Primary education,Self employed
17006,Yes,Urban,Yes,1,32,Male,Head of Household,Divorced/Seperated,Vocational/Specialised training,Formally employed Private
17007,No,Urban,Yes,2,28,Male,Head of Household,Single/Never Married,Primary education,Self employed
17008,Yes,Rural,Yes,1,85,Male,Head of Household,Married/Living together,Primary education,Government Dependent
17009,No,Rural,Yes,5,18,Female,Parent,Divorced/Seperated,Primary education,Informally employed
17010,No,Rural,Yes,3,45,Male,Other relative,Single/Never Married,Primary education,Farming and Fishing
17011,No,Rural,Yes,4,23,Male,Child,Single/Never Married,Secondary education,Self employed
17012,No,Rural,No,3,20,Female,Child,Single/Never Married,Primary education,Informally employed
17013,Yes,Urban,Yes,1,25,Female,Head of Household,Single/Never Married,Tertiary education,Formally employed Government
17014,No,Rural,Yes,4,20,Female,Head of Household,Married/Living together,No formal education,Farming and Fishing
17015,No,Rural,Yes,9,43,Female,Spouse,Married/Living together,Primary education,Informally employed
17016,No,Urban,Yes,2,39,Male,Head of Household,Single/Never Married,Primary education,Self employed
17017,No,Rural,No,4,53,Female,Head of Household,Divorced/Seperated,No formal education,Other Income
17018,No,Rural,Yes,4,16,Male,Child,Single/Never Married,Primary education,Self employed
17019,No,Urban,No,2,35,Female,Spouse,Single/Never Married,No formal education,Informally employed
17020,No,Rural,Yes,3,19,Female,Spouse,Married/Living together,Primary education,Self employed
17021,Yes,Urban,Yes,5,39,Female,Spouse,Married/Living together,Vocational/Specialised training,Self employed
17022,No,Urban,Yes,2,36,Male,Head of Household,Single/Never Married,Primary education,Self employed
17023,No,Rural,Yes,3,59,Female,Head of Household,Married/Living together,Primary education,Informally employed
17024,Yes,Rural,Yes,5,62,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing
17025,No,Rural,Yes,5,53,Female,Spouse,Married/Living together,No formal education,Farming and Fishing
17026,No,Urban,No,2,32,Female,Spouse,Single/Never Married,Primary education,Self employed
17027,No,Rural,Yes,5,30,Female,Spouse,Married/Living together,No formal education,Farming and Fishing
17028,No,Rural,No,2,37,Male,Head of Household,Single/Never Married,Primary education,Self employed
17029,No,Urban,Yes,2,31,Male,Head of Household,Single/Never Married,No formal education,Self employed
17030,No,Rural,Yes,4,29,Male,Head of Household,Married/Living together,Primary education,Other Income
17031,No,Urban,Yes,3,25,Male,Other non-relatives,Single/Never Married,Primary education,Self employed
17032,No,Rural,No,2,76,Female,Spouse,Married/Living together,No formal education,Farming and Fishing
17033,Yes,Urban,Yes,1,54,Female,Head of Household,Divorced/Seperated,Secondary education,Informally employed
17034,No,Rural,Yes,2,22,Female,Spouse,Married/Living together,Secondary education,No Income
17035,No,Rural,Yes,1,23,Female,Head of Household,Single/Never Married,Secondary education,Formally employed Private
17036,No,Rural,Yes,3,40,Female,Spouse,Married/Living together,No formal education,Farming and Fishing
17037,No,Rural,Yes,3,27,Female,Head of Household,Married/Living together,Secondary education,Farming and Fishing
17038,No,Rural,No,6,20,Male,Child,Married/Living together,Secondary education,Self employed
17039,No,Rural,No,6,22,Female,Spouse,Married/Living together,Primary education,Self employed
17040,No,Rural,Yes,3,24,Female,Head of Household,Single/Never Married,Primary education,Informally employed
17041,Yes,Urban,Yes,1,52,Male,Head of Household,Single/Never Married,Vocational/Specialised training,Formally employed Private
17042,No,Urban,Yes,1,65,Female,Head of Household,Married/Living together,No formal education,Self employed
17043,No,Rural,Yes,7,41,Female,Head of Household,Single/Never Married,No formal education,Self employed
17044,No,Rural,Yes,9,24,Female,Child,Single/Never Married,Primary education,Informally employed
17045,No,Rural,Yes,4,19,Male,Child,Single/Never Married,Primary education,Farming and Fishing
17046,No,Urban,Yes,4,30,Male,Head of Household,Single/Never Married,Secondary education,Farming and Fishing
17047,No,Rural,Yes,1,70,Female,Head of Household,Widowed,No formal education,Farming and Fishing
17048,No,Rural,Yes,6,19,Male,Child,Single/Never Married,Secondary education,Farming and Fishing
17049,No,Rural,No,1,74,Female,Head of Household,Married/Living together,Primary education,Farming and Fishing
17050,No,Rural,Yes,4,65,Female,Spouse,Married/Living together,No formal education,Farming and Fishing
17051,No,Rural,Yes,2,36,Female,Spouse,Single/Never Married,Primary education,Self employed
17052,No,Rural,Yes,8,18,Male,Child,Single/Never Married,Secondary education,Other Income
17053,No,Rural,No,4,62,Female,Head of Household,Married/Living together,Primary education,Informally employed
17054,No,Rural,Yes,3,22,Male,Head of Household,Divorced/Seperated,Secondary education,Other Income
17055,No,Urban,Yes,4,36,Female,Spouse,Married/Living together,Secondary education,Farming and Fishing
17056,No,Urban,Yes,5,35,Female,Head of Household,Married/Living together,Primary education,Remittance Dependent
17057,No,Urban,Yes,2,26,Male,Head of Household,Single/Never Married,Primary education,Self employed
